,출연자,회차,구독자수,시청률,직업,성별,나이,수상여부,인지도,년,월,일
812,유의배,224,885000,4.621,사회복지,M,노년,Y,N,2023,12,20
813,김예화,224,885000,4.621,서비스,F,청년,Y,N,2023,12,20
814,이채현,224,885000,4.621,서비스,F,청년,Y,N,2023,12,20
815,김창옥,225,888000,5.556,연예인,M,중년,N,Y,2023,12,27
816,서진규,225,888000,5.556,사회복지,F,청년,Y,N,2023,12,27
817,조성아,225,888000,5.556,사회복지,F,노년,Y,N,2023,12,27
818,장나라,225,888000,5.556,연예인,F,청년,Y,Y,2023,12,27
819,오승은,226,892000,5.017,사회복지,F,청년,Y,Y,2024,1,3
820,공효진,226,892000,5.017,연예인,F,청년,N,Y,2024,1,3
821,이평화,226,892000,5.017,기타,M,청년,Y,N,2024,1,3
822,이영림,227,892000,6.233,사회복지,F,노년,Y,N,2024,1,10
823,김대호,227,892000,6.233,연예인,M,청년,Y,Y,2024,1,10
824,이정은,227,892000,6.233,연예인,F,중년,Y,Y,2024,1,10
825,장현성,227,892000,6.233,연예인,M,중년,Y,Y,2024,1,10
826,윤상,228,892000,4.912,연예인,M,중년,N,Y,2024,1,17
827,앤톤,228,894000,4.912,연예인,M,청소년,N,Y,2024,1,17
828,류의식,228,894000,4.912,예술인,M,청년,Y,N,2024,1,17
829,강지강,228,894000,4.912,전문기술,F,청년,Y,N,2024,1,17
830,유연수,228,894000,4.912,운동선수,M,청년,Y,Y,2024,1,17
831,박인비,228,894000,4.912,운동선수,F,청년,Y,Y,2024,1,17
832,김영옥,229,897000,4.468,연예인,F,노년,Y,Y,2024,1,24
833,나문희,229,897000,4.468,연예인,F,노년,Y,Y,2024,1,24
834,신영철,229,897000,4.468,사회복지,M,노년,Y,N,2024,1,24
835,민형기,230,897000,,전문기술,M,중년,Y,Y,2024,2,7
835,민형기,230,897000,,전문기술,M,중년,Y,N,2024,2,7
