,name,gender,age,episode,episode_date,upload_date,subscriber_count,likes,comments,term,job,topic,rating
229,김란주,W,청년,78.0,20201028.0,20201029.0,280000,13401.0,803.0,1198.0,예술가,맛있는 녀석들 특집,3.737
230,정종연,M,청년,78.0,20201028.0,20201029.0,280000,13831.0,1432.0,1198.0,서비스,맛있는 녀석들 특집,3.737
231,재재,W,청년,79.0,20201104.0,20201105.0,300000,353.0,5.0,1191.0,연예인,국과수 특집,3.382
232,이윤수,W,청년,79.0,20201104.0,20201105.0,300000,5580.0,752.0,1191.0,기타,국과수 특집,3.382
233,김민주,W,청년,79.0,20201104.0,20201105.0,300000,34143.0,2629.0,1191.0,기타,국과수 특집,3.382
234,이준서,M,청년,79.0,20201104.0,20201105.0,300000,34143.0,2629.0,1191.0,기타,국과수 특집,3.382
235,박서현,W,청년,79.0,20201104.0,20201105.0,300000,2576.0,85.0,1191.0,기타,국과수 특집,3.382
236,박영서,W,청년,79.0,20201104.0,20201105.0,300000,4215.0,173.0,1191.0,기타,국과수 특집,3.382
237,장명숙,W,노인,80.0,20201111.0,20201111.0,320000,80.0,1.0,1185.0,예술가,"First In, Last Out 특집",3.328
238,이다영,W,청년,80.0,20201111.0,20201111.0,320000,625.0,55.0,1185.0,운동선수,"First In, Last Out 특집",3.328
239,오동고,M,청년,80.0,20201111.0,20201111.0,320000,332.0,40.0,1185.0,기타,"First In, Last Out 특집",3.328
240,프란시스 응고메 오켈로,M,청년,80.0,20201111.0,20201111.0,320000,283.0,44.0,1185.0,서비스,"First In, Last Out 특집",3.328
241,이재영,W,청년,80.0,20201111.0,20201111.0,320000,1114.0,102.0,1185.0,운동선수,"First In, Last Out 특집",3.328
242,김정기,W,청년,81.0,20201118.0,20201118.0,340000,35070.0,1617.0,1178.0,서비스,어쩌다 특집,3.637
243,진용진,M,청년,81.0,20201118.0,20201118.0,340000,12468.0,753.0,1178.0,예술가,어쩌다 특집,3.637
244,유성호,M,중년,81.0,20201118.0,20201118.0,340000,796.0,30.0,1178.0,사회복지,어쩌다 특집,3.637
245,박지선,W,청년,81.0,20201118.0,20201118.0,340000,688.0,23.0,1178.0,연예인,어쩌다 특집,3.637
246,박지선,W,청년,81.0,20201118.0,20201118.0,340000,688.0,23.0,1178.0,연예인,어쩌다 특집,3.637
247,엄윤재,M,청년,81.0,20201118.0,20201118.0,340000,428.0,20.0,1178.0,기타,어쩌다 특집,3.637
248,표창원,M,중년,81.0,20201118.0,20201118.0,340000,428.0,20.0,1178.0,전문기술,어쩌다 특집,3.637
249,이명학,M,청년,82.0,20201125.0,20201125.0,360000,2321.0,171.0,1173.0,연예인,어떻게 살 것인가 특집,4.866
250,송미경,W,청년,82.0,20201125.0,20201125.0,360000,16868.0,821.0,1172.0,사회복지,어떻게 살 것인가 특집,4.866
251,장효인,W,청년,82.0,20201125.0,20201125.0,360000,513.0,15.0,1171.0,사회복지,어떻게 살 것인가 특집,4.866
252,김선기,M,청년,82.0,20201125.0,20201125.0,360000,396.0,36.0,1171.0,기타,어떻게 살 것인가 특집,4.866
253,이봉수,M,노인,82.0,20201125.0,20201125.0,360000,825.0,58.0,1171.0,기타,어떻게 살 것인가 특집,4.866
254,김한규,M,청년,83.0,20201202.0,20201202.0,380000,832.0,80.0,1164.0,전문기술,'world class' 특집,4.422
255,송은이,W,중년,83.0,20201202.0,20201202.0,380000,4060.0,208.0,1164.0,연예인,'world class' 특집,4.422
256,김다비,W,중년,83.0,20201202.0,20201202.0,380000,8414.0,864.0,1164.0,기타,'world class' 특집,4.422
257,이상엽,M,청년,83.0,20201202.0,20201202.0,380000,18288.0,3002.0,1164.0,연예인,'world class' 특집,4.422
258,이상엽,M,청년,83.0,20201202.0,20201202.0,380000,18288.0,3002.0,1164.0,전문기술,'world class' 특집,4.422
259,조범수,M,청년,83.0,20201202.0,20201202.0,380000,170.0,17.0,1164.0,전문기술,'world class' 특집,4.422
260,장보은,W,청년,83.0,20201202.0,20201202.0,380000,237.0,11.0,1164.0,전문기술,'world class' 특집,4.422
261,김동식,M,중년,84.0,20201209.0,20201209.0,400000,449.0,32.0,1157.0,전문기술,'world class 2' 특집,5.033
262,안은진,W,청년,84.0,20201209.0,20201209.0,400000,7655.0,679.0,1157.0,연예인,'world class 2' 특집,5.033
263,안은진,W,청년,84.0,20201209.0,20201209.0,400000,7655.0,679.0,1157.0,연예인,'world class 2' 특집,5.033
264,정문성,M,청년,84.0,20201209.0,20201209.0,400000,9915.0,564.0,1157.0,연예인,'world class 2' 특집,5.033
265,최석재,M,중년,85.0,20201216.0,20201219.0,440000,1061.0,161.0,1147.0,전문기술,그것이 알고 싶다2,5.120
266,송석원,M,중년,85.0,20201216.0,20201219.0,440000,504.0,47.0,1147.0,전문기술,그것이 알고 싶다2,5.120
267,남궁헤륜,W,청년,85.0,20201216.0,20201219.0,440000,4849.0,1032.0,1147.0,전문기술,그것이 알고 싶다2,5.120
268,김민혜,W,중년,85.0,20201216.0,20201219.0,440000,4464.0,494.0,1147.0,연예인,그것이 알고 싶다2,5.120
269,김호중,M,청년,86.0,20201223.0,20201226.0,460000,293.0,16.0,1140.0,연예인,<오늘 하루> 특집,3.982
270,김종하,M,중년,86.0,20201223.0,20201226.0,460000,471.0,49.0,1140.0,서비스,<오늘 하루> 특집,3.982
271,차태현,M,중년,86.0,20201223.0,20201226.0,460000,122.0,9.0,1140.0,연예인,<오늘 하루> 특집,3.982
272,박일환,M,노인,86.0,20201223.0,20210203.0,512454,5836.0,323.0,1101.0,사회복지,<오늘 하루> 특집,3.982
273,박선영,W,청년,86.0,20201223.0,20201226.0,460000,751.0,51.0,1140.0,예술가,<오늘 하루> 특집,3.982
274,김슬아,W,청년,87.0,20201230.0,20210102.0,480000,1146.0,317.0,1133.0,서비스,<시작과 끝> 특집,4.609
275,김보민,W,중년,87.0,20201230.0,20210102.0,480000,9127.0,771.0,1133.0,예술가,<시작과 끝> 특집,4.609
276,전진서,M,청년,87.0,20201230.0,20210102.0,480000,2023.0,180.0,1133.0,연예인,<시작과 끝> 특집,4.609
277,박태훈,M,중년,87.0,20201230.0,20210102.0,480000,395.0,46.0,1133.0,서비스,<시작과 끝> 특집,4.609
278,김이중,M,중년,88.0,20210106.0,20210102.0,480000,963.0,82.0,1133.0,사회복지,담다 특집,4.492
279,이예랑,W,중년,88.0,20210106.0,20210102.0,480000,438.0,20.0,1133.0,서비스,담다 특집,4.492
280,김세호,M,중년,88.0,20210106.0,20210102.0,480000,3260.0,2461.0,1133.0,서비스,담다 특집,4.492
281,김동희,M,중년,88.0,20210106.0,20210102.0,480000,4091.0,530.0,1133.0,연예인,담다 특집,4.492
282,여주희,W,중년,88.0,20210106.0,20210102.0,480000,4091.0,530.0,1133.0,서비스,담다 특집,4.492
283,조우상,M,중년,88.0,20210106.0,20210102.0,480000,2467.0,213.0,1133.0,사회복지,담다 특집,4.492
284,윤석호,M,중년,89.0,20210113.0,20210113.0,502491,340.0,23.0,1122.0,사회복지,겨울방학 탐구생활,4.671
285,문한빛,M,청년,89.0,20210113.0,20210113.0,502491,1721.0,126.0,1122.0,사회복지,겨울방학 탐구생활,4.671
286,천종호,M,노인,89.0,20210113.0,20210203.0,512454,3207.0,127.0,1101.0,사회복지,겨울방학 탐구생활,4.671
287,고건,M,청년,89.0,20210113.0,20210113.0,502491,168.0,11.0,1122.0,사회복지,겨울방학 탐구생활,4.671
288,백현,M,청년,90.0,20210120.0,20210120.0,504981,2494.0,287.0,1115.0,연예인,소의 해,4.357
289,김진용,M,중년,90.0,20210120.0,20210120.0,504981,954.0,34.0,1115.0,전문기술,소의 해,4.357
290,임하룡,M,중년,90.0,20210120.0,20210120.0,504981,347.0,27.0,1115.0,연예인,소의 해,4.357
291,김민경,W,중년,90.0,20210120.0,20210120.0,504981,237.0,17.0,1115.0,연예인,소의 해,4.357
292,이재율,M,청년,90.0,20210120.0,20210120.0,504981,237.0,17.0,1115.0,연예인,소의 해,4.357
293,강기문,M,중년,90.0,20210120.0,20210120.0,504981,3125.0,942.0,1115.0,서비스,소의 해,4.357
294,손민수,M,청년,91.0,20210127.0,20210130.0,509963,198.0,19.0,1105.0,예술가,<언성 히어로> 특집,4.3
295,이진호,M,청년,91.0,20210127.0,20210130.0,509963,230.0,9.0,1105.0,연예인,<언성 히어로> 특집,4.3
296,이용진,M,청년,91.0,20210127.0,20210130.0,509963,6579.0,472.0,1105.0,연예인,<언성 히어로> 특집,4.3
297,전수희,W,청년,91.0,20210127.0,20210130.0,509963,32649.0,3215.0,1105.0,연예인,<언성 히어로> 특집,4.3
298,임라라,W,청년,91.0,20210127.0,20210130.0,509963,80.0,11.0,1105.0,예술가,<언성 히어로> 특집,4.3
299,최유나,W,청년,92.0,20210203.0,20210203.0,512454,3299.0,448.0,1101.0,전문기술,<육감> 특집,4.731
300,류철호,M,노인,92.0,20210203.0,20210203.0,512454,2486.0,136.0,1101.0,사회복지,<육감> 특집,4.731
301,박준영,M,청년,92.0,20210203.0,20210203.0,512454,172.0,11.0,1101.0,전문기술,<육감> 특집,4.731
302,남형도,M,청년,92.0,20210203.0,20210226.0,524907,7064.0,572.0,1078.0,서비스,<육감> 특집,4.731
303,이종학,M,중년,93.0,20210210.0,20210208.0,514944,3691.0,196.0,1096.0,금융,'ㅇㅇ에 진심인 사람들',4.880
304,송정민,M,중년,93.0,20210210.0,20210208.0,514944,3671.0,248.0,1096.0,전문기술,'ㅇㅇ에 진심인 사람들',4.880
305,이용범,M,중년,93.0,20210210.0,20210208.0,514944,2048.0,143.0,1096.0,사회복지,'ㅇㅇ에 진심인 사람들',4.880
306,신상주,M,중년,93.0,20210210.0,20210208.0,514944,401.0,47.0,1096.0,사회복지,'ㅇㅇ에 진심인 사람들',4.880
307,권문현,M,청년,93.0,20210210.0,20210217.0,519926,28953.0,2382.0,1087.0,서비스,'ㅇㅇ에 진심인 사람들',4.880
308,황상만,M,중년,94.0,20210217.0,20210217.0,519926,227.0,9.0,1087.0,사회복지,<국가 보안시설> 특집,4.762
309,정우성,M,중년,94.0,20210217.0,20210217.0,519926,9181.0,546.0,1087.0,연예인,<국가 보안시설> 특집,4.762
310,김호진,M,중년,94.0,20210217.0,20210217.0,519926,2307.0,141.0,1087.0,연예인,<국가 보안시설> 특집,4.762
311,조석,M,중년,94.0,20210217.0,20210217.0,519926,694.0,121.0,1087.0,예술가,<국가 보안시설> 특집,4.762
312,김예지,W,중년,95.0,20210224.0,20210226.0,524907,4864.0,453.0,1078.0,사회복지,<맛의 전쟁> 특집,4.701
313,김창한,M,청년,95.0,20210224.0,20210226.0,524907,3209.0,590.0,1078.0,전문기술,<맛의 전쟁> 특집,4.701
314,김새별,W,청년,95.0,20210224.0,20210226.0,524907,65.0,4.0,1078.0,연예인,<맛의 전쟁> 특집,4.701
315,박건호,M,중년,95.0,20210224.0,20210226.0,524907,63.0,13.0,1078.0,예술가,<맛의 전쟁> 특집,4.701
316,박진영,M,중년,96.0,20210303.0,20210303.0,527398,235.0,20.0,1073.0,연예인,<시대를 잘 못 타고난> 특집,3.793
317,박진영,M,중년,96.0,20210303.0,20210303.0,527398,235.0,20.0,1073.0,연예인,<시대를 잘 못 타고난> 특집,3.793
318,박정호,M,중년,96.0,20210303.0,20210303.0,527398,235.0,20.0,1073.0,사회복지,<시대를 잘 못 타고난> 특집,3.793
319,서권순,W,중년,96.0,20210303.0,20210303.0,527398,65.0,5.0,1073.0,연예인,<시대를 잘 못 타고난> 특집,3.793
320,한순옥,W,노인,96.0,20210303.0,20210303.0,527398,2411.0,835.0,1073.0,기타,<시대를 잘 못 타고난> 특집,3.793
321,문수일,M,노인,96.0,20210303.0,20210303.0,527398,5204.0,484.0,1073.0,기타,<시대를 잘 못 타고난> 특집,3.793
322,김동우,M,중년,96.0,20210303.0,20210303.0,527398,831.0,128.0,1073.0,예술가,<시대를 잘 못 타고난> 특집,3.793
323,이승훈,M,중년,97.0,20210310.0,20210310.0,529889,1496.0,126.0,1066.0,전문기술,<이직의 기술> 특집,4.909
324,이승훈,M,중년,97.0,20210310.0,20210310.0,529889,1496.0,126.0,1066.0,연예인,<이직의 기술> 특집,4.909
325,심은이,W,중년,97.0,20210310.0,20210310.0,529889,1740.0,79.0,1066.0,서비스,<이직의 기술> 특집,4.909
326,윤석덕,M,중년,97.0,20210310.0,20210310.0,529889,525.0,80.0,1066.0,산업,<이직의 기술> 특집,4.909
327,윤종계,M,노인,97.0,20210310.0,20210310.0,529889,213.0,4.0,1066.0,산업,<이직의 기술> 특집,4.909
328,권용태,M,중년,97.0,20210310.0,20210310.0,529889,105.0,1.0,1066.0,전문기술,<이직의 기술> 특집,4.909
329,양재명,M,중년,98.0,20210317.0,20210317.0,532380,23292.0,2435.0,1059.0,산업,<끝까지 간다> 특집,5.302
330,범녀할머니,W,노인,98.0,20210317.0,20210317.0,532380,4039.0,176.0,1059.0,기타,<끝까지 간다> 특집,5.302
331,송수연,W,중년,98.0,20210317.0,20210317.0,532380,2111.0,93.0,1059.0,사회복지,<끝까지 간다> 특집,5.302
332,이승주,M,어린이,98.0,20210317.0,20210317.0,532380,1047.0,60.0,1059.0,기타,<끝까지 간다> 특집,5.302
333,진현우,M,청년,98.0,20210317.0,20210317.0,532380,672.0,35.0,1059.0,운동선수,<끝까지 간다> 특집,5.302
334,오지우,M,청년,99.0,20210324.0,20210324.0,534870,1137001.0,31668.0,1052.0,운동선수,피 땀 눈물#,6.740[578]
335,임두원,M,중년,100.0,20210331.0,20210401.0,544833,2785.0,115.0,1044.0,전문기술,<ㅇㅇ의 현실판> 특집,5.773
336,이욱진,W,청년,100.0,20210331.0,20210401.0,544833,29262.0,2203.0,1044.0,전문기술,<ㅇㅇ의 현실판> 특집,5.773
337,이정희,W,중년,100.0,20210331.0,20210401.0,544833,39980.0,2563.0,1044.0,사회복지,<ㅇㅇ의 현실판> 특집,5.773
338,민석기,M,중년,100.0,20210331.0,20210401.0,544833,2560.0,286.0,1044.0,산업,<ㅇㅇ의 현실판> 특집,5.773
339,서지음,W,청년,101.0,20210407.0,20210407.0,547324,10299.0,994.0,1038.0,예술가,<시간의 마술사들> 특집,4.580
340,김성민,M,어린이,101.0,20210407.0,20210407.0,547324,452.0,20.0,1038.0,기타,<시간의 마술사들> 특집,4.580
341,최현민,M,어린이,101.0,20210407.0,20210407.0,547324,318.0,20.0,1038.0,기타,<시간의 마술사들> 특집,4.580
342,김지명,M,청년,101.0,20210407.0,20210407.0,547324,377.0,24.0,1038.0,기타,<시간의 마술사들> 특집,4.580
343,민준홍,M,청년,101.0,20210407.0,20210407.0,547324,59.0,10.0,1038.0,기타,<시간의 마술사들> 특집,4.580
344,백희나,W,중년,102.0,20210414.0,20210414.0,549815,15049.0,994.0,1031.0,예술가,<한 줄로 설명되는> 특집,4.478
345,변상희,W,청년,102.0,20210414.0,20210414.0,549815,1873.0,144.0,1031.0,금융,<한 줄로 설명되는> 특집,4.478
346,소재현,W,중년,102.0,20210414.0,20210414.0,549815,1048.0,95.0,1031.0,서비스,<한 줄로 설명되는> 특집,4.478
347,김송준,M,청년,102.0,20210414.0,20210414.0,549815,353.0,18.0,1031.0,서비스,<한 줄로 설명되는> 특집,4.478
348,박용준,M,청년,103.0,20210421.0,20210421.0,552306,412.0,35.0,1024.0,서비스,<은밀한 이중생활> 특집,4.523
349,신민아,W,청년,103.0,20210421.0,20210421.0,552306,328.0,15.0,1024.0,연예인,<은밀한 이중생활> 특집,4.523
350,유꽃비,W,청년,103.0,20210421.0,20210421.0,552306,2276.0,93.0,1024.0,서비스,<은밀한 이중생활> 특집,4.523
351,박광주,M,청년,103.0,20210421.0,20210421.0,552306,951.0,67.0,1024.0,서비스,<은밀한 이중생활> 특집,4.523
352,이금주,W,청년,104.0,20210428.0,20210421.0,552306,1078.0,53.0,1024.0,서비스,<법의 날> 특집,4.521
353,김선태,M,청년,104.0,20210428.0,20210421.0,552306,184.0,3.0,1024.0,사회복지,<법의 날> 특집,4.521
354,김태현,M,노인,104.0,20210428.0,20210428.0,554796,7145.0,689.0,1017.0,사회복지,<법의 날> 특집,4.521
355,김춘재,M,청년,104.0,20210428.0,20210421.0,552306,1877.0,117.0,1024.0,서비스,<법의 날> 특집,4.521
356,이날치,W,중년,105.0,20210505.0,20210505.0,557287,16819.0,1299.0,1010.0,예술가,말하는 대로,5.831
357,이수영,M,노인,105.0,20210505.0,20210505.0,557287,2401.0,111.0,1010.0,산업,말하는 대로,5.831
358,올레디,W,청년,105.0,20210505.0,20210505.0,557287,104.0,12.0,1010.0,예술가,말하는 대로,5.831
359,페이커,M,청년,106.0,20210512.0,20210513.0,559778,1589.0,149.0,1002.0,서비스,<N주년> 특집,4.115
360,이봉식,M,노인,106.0,20210512.0,20210513.0,559778,1054.0,120.0,1002.0,기타,<N주년> 특집,4.115
361,권동호,M,중년,106.0,20210512.0,20210513.0,559778,508.0,39.0,1002.0,전문기술,<N주년> 특집,4.115
362,권지안,W,청년,106.0,20210512.0,20210513.0,559778,198.0,18.0,1002.0,서비스,<N주년> 특집,4.115
363,김철민,M,청년,107.0,20210519.0,20210519.0,562269,104.0,5.0,996.0,사회복지,<가족입니다> 특집,5.875
364,이제길,M,청년,107.0,20210519.0,20210519.0,562269,255.0,18.0,996.0,사회복지,<가족입니다> 특집,5.875
365,윤선영,W,청년,107.0,20210519.0,20210519.0,562269,1390.0,88.0,996.0,예술가,<가족입니다> 특집,5.875
366,석노기,M,중년,107.0,20210519.0,20210519.0,562269,414.0,34.0,996.0,예술가,<가족입니다> 특집,5.875
367,김관훈,M,청년,107.0,20210519.0,20210519.0,562269,1390.0,88.0,996.0,서비스,<가족입니다> 특집,5.875
368,박정민,M,청년,107.0,20210519.0,20210519.0,562269,255.0,18.0,996.0,연예인,<가족입니다> 특집,5.875
369,박정민,M,청년,107.0,20210519.0,20210519.0,562269,255.0,18.0,996.0,연예인,<가족입니다> 특집,5.875
370,김규현,M,청년,108.0,20210526.0,20210526.0,564759,4231.0,243.0,989.0,사회복지,<드림하이> 특집,4.657
371,김찬석,M,중년,108.0,20210526.0,20210526.0,564759,151.0,6.0,989.0,사회복지,<드림하이> 특집,4.657
372,박승희,W,청년,108.0,20210526.0,20210526.0,564759,131.0,9.0,989.0,전문기술,<드림하이> 특집,4.657
373,울프,M,청년,109.0,20210602.0,20210602.0,567250,789.0,48.0,982.0,기타,<끝날 때까지 끝난 것이 아니다> 특집,4.633
374,권진성,M,중년,109.0,20210602.0,20210602.0,567250,977.0,40.0,982.0,전문기술,<끝날 때까지 끝난 것이 아니다> 특집,4.633
375,김기환,M,중년,109.0,20210602.0,20210602.0,567250,677.0,38.0,982.0,서비스,<끝날 때까지 끝난 것이 아니다> 특집,4.633
376,김영삼,M,중년,109.0,20210602.0,20210602.0,567250,1105.0,88.0,982.0,전문기술,<끝날 때까지 끝난 것이 아니다> 특집,4.633
377,송지헌,W,청년,109.0,20210602.0,20210602.0,567250,1105.0,88.0,982.0,기타,<끝날 때까지 끝난 것이 아니다> 특집,4.633
378,이동섭,M,청년,110.0,20210609.0,20210609.0,569741,213.0,20.0,975.0,전문기술,<감독의 세계> 특집,3.964
379,김용덕,M,중년,110.0,20210609.0,20210609.0,569741,286.0,17.0,975.0,서비스,<감독의 세계> 특집,3.964
380,김재연,M,청년,110.0,20210609.0,20210609.0,569741,5066.0,96.0,975.0,서비스,<감독의 세계> 특집,3.964
381,김지민,W,청년,110.0,20210609.0,20210609.0,569741,745.0,39.0,975.0,산업,<감독의 세계> 특집,3.964
382,김희송,M,중년,111.0,20210616.0,20210616.0,572231,1548.0,80.0,968.0,전문기술,<신묘한 씨앗 사전> 특집,4.408
383,김의주,W,청년,111.0,20210616.0,20210616.0,572231,309.0,15.0,968.0,전문기술,<신묘한 씨앗 사전> 특집,4.408
384,곽유진,M,청년,111.0,20210616.0,20210616.0,572231,190.0,13.0,968.0,예술가,<신묘한 씨앗 사전> 특집,4.408
385,이동계,M,중년,111.0,20210616.0,20210616.0,572231,55.0,7.0,968.0,전문기술,<신묘한 씨앗 사전> 특집,4.408
386,박남규,M,중년,112.0,20210623.0,20210623.0,574722,876.0,37.0,961.0,전문기술,<신들의 전쟁> 특집,4.398
387,박남규,M,중년,112.0,20210623.0,20210623.0,574722,876.0,37.0,961.0,사회복지,<신들의 전쟁> 특집,4.398
388,조진영,W,청년,112.0,20210623.0,20210623.0,574722,168.0,15.0,961.0,사회복지,<신들의 전쟁> 특집,4.398
389,신미애,W,청년,112.0,20210623.0,20210623.0,574722,253.0,9.0,961.0,사회복지,<신들의 전쟁> 특집,4.398
390,김진선,W,청년,112.0,20210623.0,20210623.0,574722,78.0,5.0,961.0,사회복지,<신들의 전쟁> 특집,4.398
391,정상훈,M,청년,113.0,20210630.0,20210703.0,577213,6258.0,330.0,951.0,사회복지,<빅마마와 국민 남편 TOP3> 특집,5.022
392,한상원,M,청년,113.0,20210630.0,20210703.0,577213,1040.0,98.0,951.0,예술가,<빅마마와 국민 남편 TOP3> 특집,5.022
393,박치우,M,청년,113.0,20210630.0,20210703.0,577213,19425.0,2395.0,951.0,사회복지,<빅마마와 국민 남편 TOP3> 특집,5.022
394,김명배,M,중년,113.0,20210630.0,20210703.0,577213,6258.0,330.0,951.0,사회복지,<빅마마와 국민 남편 TOP3> 특집,5.022
395,장기하,M,중년,114.0,20210707.0,20210711.0,579704,4740.0,238.0,943.0,연예인,여름방학 특집! <광클 수업>,4.631
396,김정현,W,중년,114.0,20210707.0,20210711.0,579704,2472.0,66.0,943.0,연예인,여름방학 특집! <광클 수업>,4.631
397,조규태,M,중년,114.0,20210707.0,20210711.0,579704,1845.0,54.0,943.0,기타,여름방학 특집! <광클 수업>,4.631
398,조민기,M,청년,114.0,20210707.0,20210711.0,579704,161.0,18.0,943.0,기타,여름방학 특집! <광클 수업>,4.631
399,김지용,M,중년,115.0,20210714.0,20210718.0,582194,9759.0,417.0,936.0,전문기술,<지구촌 능력자들> 특집,4.558
400,이종효,M,청년,115.0,20210714.0,20210718.0,582194,997.0,66.0,936.0,서비스,<지구촌 능력자들> 특집,4.558
401,월호,M,중년,115.0,20210714.0,20210718.0,582194,493.0,44.0,936.0,사회복지,<지구촌 능력자들> 특집,4.558
402,강방천,M,노인,115.0,20210714.0,20210718.0,582194,251.0,11.0,936.0,산업,<지구촌 능력자들> 특집,4.558
403,공유,M,중년,115.0,20210714.0,20210718.0,582194,251.0,11.0,936.0,연예인,<지구촌 능력자들> 특집,4.558
404,최소라,W,청년,116.0,20210721.0,20210725.0,584685,235.0,11.0,929.0,연예인,<대기업의 맛> 특집,4.988
405,김명중,M,청년,116.0,20210721.0,20210725.0,584685,166.0,12.0,929.0,예술가,<대기업의 맛> 특집,4.988
406,야옹이,W,청년,116.0,20210721.0,20210725.0,584685,467.0,25.0,929.0,예술가,<대기업의 맛> 특집,4.988
407,유영광,M,청년,116.0,20210721.0,20210725.0,584685,1096.0,59.0,929.0,예술가,<대기업의 맛> 특집,4.988
408,신진서,M,어린이,116.0,20210721.0,20210725.0,584685,467.0,25.0,929.0,기타,<대기업의 맛> 특집,4.988
409,이승규,M,청년,117.0,20210728.0,20210731.0,587176,32135.0,1761.0,923.0,서비스,<메신저> 특집,6.258
410,안태양,W,청년,117.0,20210728.0,20210731.0,587176,3570.0,223.0,923.0,산업,<메신저> 특집,6.258
411,주지훈,M,청년,117.0,20210728.0,20210731.0,587176,2812.0,128.0,923.0,연예인,<메신저> 특집,6.258
412,김은희,W,중년,118.0,20210811.0,20210814.0,592157,3875.0,123.0,909.0,예술가,<1초의 승부사> 특집,5.362
413,이수정,W,중년,118.0,20210811.0,20210814.0,592157,1288.0,82.0,909.0,사회복지,<1초의 승부사> 특집,5.362
414,이진숙,W,중년,118.0,20210811.0,20210814.0,592157,1170.0,51.0,909.0,사회복지,<1초의 승부사> 특집,5.362
415,황민구,M,중년,118.0,20210811.0,20210814.0,592157,588.0,24.0,909.0,전문기술,<1초의 승부사> 특집,5.362
416,금동건,M,중년,119.0,20210818.0,20210821.0,594648,715.0,28.0,902.0,예술가,"Another Level
<국가대표> 특집",6.711
417,정인성,M,청년,119.0,20210818.0,20210821.0,594648,1151.0,45.0,902.0,서비스,"Another Level
<국가대표> 특집",6.711
418,김유진,W,청년,119.0,20210818.0,20210821.0,594648,1151.0,45.0,902.0,서비스,"Another Level
<국가대표> 특집",6.711
419,노희원,W,중년,119.0,20210818.0,20210821.0,594648,1367.0,83.0,902.0,서비스,"Another Level
<국가대표> 특집",6.711
420,권일용,M,중년,119.0,20210818.0,20210821.0,594648,2723.0,259.0,902.0,전문기술,"Another Level
<국가대표> 특집",6.711
421,박현준,M,청년,119.0,20210818.0,20210821.0,594648,1151.0,45.0,902.0,기타,"Another Level
<국가대표> 특집",6.711
422,류승연,W,청년,120.0,20210825.0,20210828.0,597139,13526.0,845.0,895.0,기타,"Champion
<국가대표2> 특집",6.748
423,송재익,M,중년,120.0,20210825.0,20210828.0,597139,3809.0,184.0,895.0,서비스,"Champion
<국가대표2> 특집",6.748
424,강상희,M,중년,120.0,20210825.0,20210828.0,597139,3809.0,184.0,895.0,사회복지,"Champion
<국가대표2> 특집",6.748
425,허필용,M,노인,120.0,20210825.0,20210828.0,597139,1920.0,74.0,895.0,전문기술,"Champion
<국가대표2> 특집",6.748
426,이승재,M,청년,120.0,20210825.0,20210828.0,597139,1920.0,74.0,895.0,서비스,"Champion
<국가대표2> 특집",6.748
427,신우석,M,청년,120.0,20210825.0,20210828.0,597139,1920.0,74.0,895.0,예술가,"Champion
<국가대표2> 특집",6.748
428,원태연,M,청년,120.0,20210825.0,20210828.0,597139,971.0,58.0,895.0,예술가,"Champion
<국가대표2> 특집",6.748
429,신재문,M,청년,120.0,20210825.0,20210828.0,597139,343.0,21.0,895.0,기타,"Champion
<국가대표2> 특집",6.748
430,주미자,W,중년,120.0,20210825.0,20210828.0,597139,229.0,11.0,895.0,예술가,"Champion
<국가대표2> 특집",6.748
431,이유자,W,중년,120.0,20210825.0,20210828.0,597139,210.0,10.0,895.0,예술가,"Champion
<국가대표2> 특집",6.748
432,정세랑,W,중년,120.0,20210825.0,20210828.0,597139,204.0,15.0,895.0,예술가,"Champion
<국가대표2> 특집",6.748
433,이정화,W,중년,121.0,20210901.0,20210904.0,599630,1159.0,107.0,888.0,예술가,"다시 만난 세계
<국가대표3> 특집",5.924
434,무릎,M,청년,121.0,20210901.0,20210904.0,599630,7157.0,446.0,888.0,예술가,"다시 만난 세계
<국가대표3> 특집",5.924
435,이욱정,M,중년,121.0,20210901.0,20210904.0,599630,16649.0,1287.0,888.0,서비스,"다시 만난 세계
<국가대표3> 특집",5.924
436,강문종,M,중년,121.0,20210901.0,20210904.0,599630,7157.0,446.0,888.0,사회복지,"다시 만난 세계
<국가대표3> 특집",5.924
437,배두나,W,청년,121.0,20210901.0,20210904.0,599630,7157.0,446.0,888.0,연예인,"다시 만난 세계
<국가대표3> 특집",5.924
438,김민수,M,청년,122.0,20210908.0,20210911.0,602120,3303.0,513.0,881.0,연예인,"<그리고, 남겨진 것들> 특집",5.534
439,김해준,M,청년,122.0,20210908.0,20210911.0,602120,2166.0,106.0,881.0,연예인,"<그리고, 남겨진 것들> 특집",5.534
440,이한경,M,중년,122.0,20210908.0,20210911.0,602120,1162.0,58.0,881.0,전문기술,"<그리고, 남겨진 것들> 특집",5.534
441,김진호,M,청년,122.0,20210908.0,20210911.0,602120,254.0,19.0,881.0,연예인,"<그리고, 남겨진 것들> 특집",5.534
442,김진호,M,청년,122.0,20210908.0,20210911.0,602120,254.0,19.0,881.0,전문기술,"<그리고, 남겨진 것들> 특집",5.534
443,김태영,M,중년,123.0,20210915.0,20210918.0,604611,3203.0,208.0,874.0,연예인,<나만의 세계> 특집,5.299
