,출연자,제목,회차,조회수,좋아요수,댓글수,재생시간(초),구독자수,term,시청률,직업,성별,나이,수상여부,인지도,에피소드,날짜
835,민형기,,229,,4674,300,,"897,000",7,,전문기술,M,중년,Y,N,230,2024-02-14
